,loss,accuracy,val_loss,val_accuracy
0,1.2154773473739624,0.4103125035762787,0.9425665140151978,0.6050000190734863
1,0.8926612734794617,0.6001562476158142,0.8347702026367188,0.6193749904632568
2,0.7778672575950623,0.6549999713897705,0.7472449541091919,0.6737499833106995
3,0.7059651017189026,0.6890624761581421,0.6622066497802734,0.706250011920929
4,0.6530707478523254,0.7154687643051147,0.6604455709457397,0.7068750262260437
5,0.5987002849578857,0.7485937476158142,0.6173927783966064,0.7275000214576721
6,0.5634094476699829,0.7685937285423279,0.570453405380249,0.7506250143051147
7,0.5271453261375427,0.7784374952316284,0.5684240460395813,0.7568749785423279
8,0.4998302757740021,0.7965624928474426,0.5198807716369629,0.7806249856948853
9,0.4733036756515503,0.8040624856948853,0.5062019228935242,0.7925000190734863
