,loss,accuracy,val_loss,val_accuracy
0,1.270003080368042,0.36515626311302185,1.0230239629745483,0.5181249976158142
1,0.902809739112854,0.5943750143051147,0.7993749380111694,0.6399999856948853
2,0.7685897946357727,0.6600000262260437,0.7148529291152954,0.6768749952316284
3,0.6829409003257751,0.7071874737739563,0.6260847449302673,0.7368749976158142
4,0.6225907206535339,0.7309374809265137,0.6292218565940857,0.7256249785423279
5,0.5717149376869202,0.7607812285423279,0.5567994117736816,0.7587500214576721
6,0.5290347933769226,0.7789062261581421,0.5645110011100769,0.7643749713897705
7,0.5033717751502991,0.7895312309265137,0.5301758050918579,0.7593749761581421
8,0.46351414918899536,0.8062499761581421,0.520780086517334,0.7806249856948853
9,0.46329739689826965,0.8051562309265137,0.49146756529808044,0.793749988079071
10,0.43872371315956116,0.8162500262260437,0.5037065148353577,0.8050000071525574
11,0.4024772644042969,0.8301562666893005,0.45790180563926697,0.8143749833106995
12,0.3970963954925537,0.8348437547683716,0.5433517694473267,0.7718750238418579
13,0.3786030113697052,0.8457812666893005,0.4577946960926056,0.809374988079071
14,0.35606229305267334,0.8576562404632568,0.47560933232307434,0.8137500286102295
15,0.35292336344718933,0.8568750023841858,0.4787989556789398,0.8162500262260437
16,0.33283087611198425,0.8634374737739563,0.45968255400657654,0.8231250047683716
17,0.3184194266796112,0.8693749904632568,0.46196556091308594,0.8212500214576721
18,0.3061014413833618,0.8737499713897705,0.4402144253253937,0.824999988079071
19,0.29120081663131714,0.8853124976158142,0.4642573893070221,0.8262500166893005
